1.453645898560228591e-02,2.396348543950532588e-06,1.155609115275931529e-03,9.843055355505778703e-01,4.654649409776220326e-01,3.123155143325977878e+00
2.663507785649604143e-06,9.999959503600127642e-01,1.146752443550107761e-08,1.374664677270834789e-06,-2.541112684469598815e+00,8.102510884990776319e+00
8.849992952149348823e-08,8.208297565481700446e-09,9.999891475832530428e-08,9.999998032928582026e-01,1.737307803693488584e+00,4.425462343941218180e+00
7.827175336615419893e-10,7.374998308832235254e-11,8.175594476234067263e-11,9.999999990617765011e-01,1.131217504243411387e+00,4.681949847050563385e+00
6.088961774224496356e-05,1.168568830774771849e-04,4.296666743517784000e-05,9.997792868317449955e-01,2.206560759274215577e+00,5.506167176232801275e+00
1.009701608052986522e-06,2.543352212280374027e-09,2.138963504788814033e-08,9.999989663654046401e-01,5.889432611385427840e-01,4.001484576873054699e+00
9.957971732821000455e-01,3.308702922647422176e-03,5.248824574530805090e-06,8.888749706779009059e-04,-2.388129698276607815e+00,4.827947214432156464e+00
1.493382971791221391e-07,9.999985575896539469e-01,2.174960473565406033e-09,1.290897088348859013e-06,-2.988349678203894300e-01,7.923011257026785437e+00
8.523638086704161910e-04,9.954108749794791100e-01,1.144302371969678045e-06,3.735616909478368681e-03,-7.300001120785175601e-01,6.254562722680179654e+00
2.088521048427117308e-11,9.999999999554640695e-01,7.482158322397215356e-14,2.357589517879772895e-11,-1.617437612688593873e+00,7.596080838065668139e+00
1.412579022359635806e-03,9.891351031315360753e-01,2.207810579569716694e-06,9.450110035524920959e-03,-6.081242486485581855e-01,6.218503971330759938e+00
2.755822554781604556e-03,9.969700972650248350e-01,9.486205488637036239e-07,2.731315596448398810e-04,-2.248471122135715206e+00,6.290688918863982515e+00
5.392078300403576538e-06,9.999884342627206602e-01,6.897752976976248847e-09,6.166761226084033860e-06,-1.287538592973645812e+00,6.667366517900396694e+00
6.369370516126937236e-10,9.999999963377259604e-01,4.956701183511681581e-12,3.020380467809239126e-09,-7.249791142143965361e-01,7.663913684419346062e+00
7.905244363484474494e-07,9.999913051123892060e-01,5.624616854709741611e-09,7.898738557444859448e-06,-3.914251628434590735e-01,7.184434422341447579e+00
4.017070641846645087e-05,1.000129718992000921e-06,9.997178604188392548e-01,2.409687450233734122e-04,3.938418218489132094e+00,-4.500954012045095265e-01
5.678645913158951626e-03,3.054765967281618402e-06,2.380863591306085422e-02,9.705096634078128615e-01,8.821441163187180301e-01,2.841284845587229491e+00
1.097223004987510892e-07,3.917366985252715049e-10,1.231085641255246157e-08,9.999998775751063329e-01,8.562407616420366629e-01,3.862361748323536403e+00
9.999998283977781233e-01,7.095520147254258706e-09,1.040491367259678858e-08,1.541017882249252955e-07,-2.201236673879281458e+00,2.949712819607473779e+00
5.734524849192602310e-06,8.251145061943615517e-08,9.999665345470681865e-01,2.764841663193575217e-05,3.194668205976178399e+00,-3.371621604157157837e-01
3.759078220021650429e-04,1.660590417337981159e-05,8.384047935575779098e-01,1.612026927162467094e-01,3.246024702534102691e+00,2.849421652849625453e+00
3.001747842361150393e-06,9.999959354658957134e-01,6.003751024065456297e-09,1.056782510693480131e-06,-2.395724427157252645e+00,7.397639970897159856e+00
9.999997405002186701e-01,2.427581399500192532e-08,6.480772328061896784e-09,2.287431951524719572e-07,-2.296820087667221788e+00,3.457131452624940149e+00
6.401221012174493234e-06,5.587154305467883104e-08,9.999770591596203184e-01,1.648374782454746628e-05,2.520929961163338007e+00,-6.385800263392868992e-01
7.796874187345523939e-04,1.158648187315044040e-05,1.022855220683102598e-06,9.992077032441715190e-01,8.080351735281943171e-02,4.690689825307652328e+00
9.999882929112984264e-01,8.098498665194137647e-08,2.602737154034969726e-06,9.023366560744785597e-06,-1.625356537647337785e+00,2.254403974971015412e+00
5.691840726862524338e-06,4.100255583337629498e-08,3.172842689363908371e-08,9.999942354282904677e-01,3.960380132584793156e-01,4.398397052767546889e+00
4.417298817830808255e-08,7.362721760622435801e-10,7.317175058550423128e-10,9.999999543590222251e-01,6.283579292203425037e-01,4.460136296552369650e+00
3.926159194833606743e-04,2.203082827993856400e-05,8.874497021035819833e-01,1.121356511486547997e-01,3.543519715228477640e+00,2.793552835968520220e+00
4.625054101719239214e-07,7.112572669558429151e-09,9.999933441533201961e-01,6.186228696726752649e-06,3.234047092592528649e+00,7.177388241255859835e-01
6.069916463351301999e-08,1.100765584856773903e-10,9.999998241107316277e-01,1.150800271911608845e-07,1.382807073656926899e+00,5.381104983973955536e-01
1.211032221786604180e-03,9.910922383472834385e-01,1.887277770375916564e-06,7.694842153159455085e-03,-6.230243237189627692e-01,6.233402360034846268e+00
4.923601647599377669e-10,2.614424002479805049e-12,9.999999968930382011e-01,2.611987282586662923e-09,2.232693663686630803e+00,4.958827237296749568e-01
3.219288893031688908e-04,2.460787526838641471e-06,7.834734064752009175e-01,2.162022038479691488e-01,2.065767542153698511e+00,2.683534153843772252e+00
9.998609133547305960e-01,2.342950859441517980e-07,1.325718697502867023e-07,1.387197783136683276e-04,-9.128246428758250985e-01,3.840088932899649699e+00
9.567059458590494996e-06,4.043018853158416545e-08,2.908186882024846711e-05,9.999613106415325969e-01,1.289337780197396421e+00,3.449691588146665211e+00
1.706380154136086778e-05,9.999538489264687691e-01,3.457947222854251732e-07,2.874147726750034303e-05,-1.746288225438455077e+00,9.764992069458580559e+00
2.238584709393393141e-05,5.358419695374701667e-08,9.986415979845102431e-01,1.335962584198848585e-03,1.652090574459698313e+00,2.120108730320364288e+00
1.530633751130292290e-04,9.975602496656604812e-01,1.142083825982602988e-05,2.275266120966578081e-03,9.149801745345396142e-01,9.171987965077985194e+00
9.999577948308213671e-01,9.294882546318180877e-07,1.149443102791336877e-05,2.978124989617475575e-05,-2.271658835270345289e+00,2.091443722674108496e+00
9.782884807921186378e-05,5.549596053414957309e-04,5.476656171009382531e-06,9.993417348904083397e-01,1.120313649707373127e+00,5.758060834411365292e+00
9.999999991856338699e-01,6.384855716839323524e-12,4.978788810650780543e-12,8.030026169241407890e-10,-1.360230517849376319e+00,3.552913698225228956e+00
3.123911886654621162e-01,6.757379359434420030e-01,2.235700839605099134e-05,1.184851838269978044e-02,-1.891874177579040861e+00,5.612056863417167918e+00
9.999814310776637960e-01,5.530935395476504762e-06,1.810464239163536385e-07,1.285694051678949876e-05,-2.439726238666064084e+00,4.034898549428975301e+00
9.999993878122988011e-01,2.208554476203354199e-08,5.288550442095451852e-08,5.372166521153348322e-07,-2.221471872953270754e+00,2.768247721005451911e+00
4.282456135161048799e-06,9.999925302827068485e-01,3.184493909148237272e-08,3.155416218907560717e-06,-2.473691293576318451e+00,8.679822992043140673e+00
1.458114475002011868e-06,2.293498523665351046e-09,9.999968473274276626e-01,1.692264598850999381e-06,1.184470372250996162e+00,3.188139951735213806e-01
9.999998767745837958e-01,1.066676430552287134e-08,2.119575599646585924e-09,1.104390763503974115e-07,-2.162750091600786462e+00,3.594315556279622292e+00
3.188575552708021980e-05,3.316895891323968668e-08,4.043195152627782053e-07,9.999676767559987356e-01,4.666178967948415579e-01,3.865713025837203443e+00
7.203051970558151940e-01,1.919672498383851353e-05,1.079894627614471636e-01,1.716861434577539314e-01,8.848433091638230330e-02,2.322990859224463023e+00
2.904881937714831608e-02,2.750131932740362221e-03,1.449962677419446350e-05,9.681865490633371207e-01,-2.765252815034311418e-01,5.081277683280299939e+00
1.065671665545159596e-12,2.795477979298283954e-15,9.999999999932394079e-01,5.692099758641310095e-12,1.743714989305505281e+00,9.538290021676822938e-01
9.999822091312942085e-01,2.341707526444096100e-08,1.010739181789795599e-06,1.675671244865216736e-05,-9.503131966069644498e-01,2.709583505755127852e+00
9.980409327208672465e-01,1.091888205068625335e-03,2.567777155378152391e-06,8.646112969087112058e-04,-1.962057564943542776e+00,4.767145989812464180e+00
9.417028423933972991e-01,1.006260316793635275e-05,4.525816645912416475e-02,1.302892854431045300e-02,-4.002680911153984056e-01,1.837950752969699453e+00
5.866271197945829938e-09,9.999999849077521041e-01,1.444752967104377501e-11,9.211529280220474273e-09,-1.272581899145085904e+00,7.097429106435905410e+00
4.406210366361852546e-07,9.999971512433646348e-01,8.990000906400917195e-09,2.399145597914156234e-06,-4.764652235324828844e-01,8.658964169605326333e+00
